STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 6,Moderate,Jan-26-2019,4,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 10,High,Feb-02-2019,5,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 10,High,Feb-09-2019,6,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 10,High,Feb-16-2019,7,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports """"",Level 10,High,Feb-23-2019,8,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Oct-06-2018,40,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Oct-13-2018,41,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Oct-20-2018,42,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Oct-27-2018,43,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Nov-03-2018,44,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Nov-10-2018,45,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Nov-17-2018,46,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Nov-24-2018,47,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Dec-01-2018,48,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Dec-08-2018,49,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Dec-15-2018,50,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 1,Minimal,Dec-22-2018,51,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 3,Minimal,Dec-29-2018,52,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 2,Minimal,Jan-05-2019,1,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 2,Minimal,Jan-12-2019,2,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 2,Minimal,Jan-19-2019,3,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"""Influenza: What You Need to Know""",Level 3,Minimal,Jan-26-2019,4,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 4,Low,Feb-02-2019,5,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 7,Moderate,Feb-09-2019,6,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 7,Moderate,Feb-16-2019,7,2018-19
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,"Influenza: What You Need to Know""""",Level 8,High,Feb-23-2019,8,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Oct-06-2018,40,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Oct-13-2018,41,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Oct-20-2018,42,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Oct-27-2018,43,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Nov-03-2018,44,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Nov-10-2018,45,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Nov-17-2018,46,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 2,Minimal,Nov-24-2018,47,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 1,Minimal,Dec-01-2018,48,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 2,Minimal,Dec-08-2018,49,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 3,Minimal,Dec-15-2018,50,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 9,High,Dec-22-2018,51,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 10,High,Dec-29-2018,52,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 10,High,Jan-05-2019,1,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 10,High,Jan-12-2019,2,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 10,High,Jan-19-2019,3,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"""Weekly Flu Report""",Level 10,High,Jan-26-2019,4,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Feb-02-2019,5,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Feb-09-2019,6,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Feb-16-2019,7,2018-19
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report""""",Level 10,High,Feb-23-2019,8,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Oct-06-2018,40,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Oct-13-2018,41,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Oct-20-2018,42,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Oct-27-2018,43,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Nov-03-2018,44,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Nov-10-2018,45,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 1,Minimal,Nov-17-2018,46,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 2,Minimal,Nov-24-2018,47,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 2,Minimal,Dec-01-2018,48,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 2,Minimal,Dec-08-2018,49,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 3,Minimal,Dec-15-2018,50,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 6,Moderate,Dec-22-2018,51,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 8,High,Dec-29-2018,52,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 5,Low,Jan-05-2019,1,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 6,Moderate,Jan-12-2019,2,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 5,Low,Jan-19-2019,3,2018-19
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"""Influenza (Flu): Surveillance, News Releases and Brochures""",Level 5,Low,Jan-26-2019,4,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Oct-06-2018,40,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Oct-13-2018,41,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Oct-20-2018,42,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Oct-27-2018,43,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Nov-03-2018,44,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Nov-10-2018,45,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Nov-17-2018,46,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Nov-24-2018,47,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Dec-01-2018,48,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Dec-08-2018,49,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Dec-15-2018,50,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Dec-22-2018,51,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 2,Minimal,Dec-29-2018,52,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 1,Minimal,Jan-05-2019,1,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 8,High,Jan-12-2019,2,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 7,Moderate,Jan-19-2019,3,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"""Influenza Control and Surveillance""",Level 5,Low,Jan-26-2019,4,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 4,Low,Feb-02-2019,5,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 4,Low,Feb-09-2019,6,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 2,Minimal,Feb-16-2019,7,2018-19
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance""""",Level 1,Minimal,Feb-23-2019,8,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 2,Minimal,Oct-06-2018,40,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 2,Minimal,Oct-13-2018,41,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 2,Minimal,Oct-20-2018,42,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 3,Minimal,Oct-27-2018,43,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 3,Minimal,Nov-03-2018,44,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 3,Minimal,Nov-10-2018,45,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 4,Low,Nov-17-2018,46,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 5,Low,Nov-24-2018,47,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 4,Low,Dec-01-2018,48,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 5,Low,Dec-08-2018,49,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 7,Moderate,Dec-15-2018,50,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 9,High,Dec-22-2018,51,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 10,High,Dec-29-2018,52,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 10,High,Jan-05-2019,1,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 10,High,Jan-12-2019,2,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 10,High,Jan-19-2019,3,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"""Seasonal Influenza - Surveillance""",Level 10,High,Jan-26-2019,4,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Feb-02-2019,5,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Feb-09-2019,6,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Feb-16-2019,7,2018-19
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance""""",Level 10,High,Feb-23-2019,8,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Oct-06-2018,40,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Oct-13-2018,41,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Oct-20-2018,42,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Oct-27-2018,43,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Nov-03-2018,44,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Nov-10-2018,45,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Nov-17-2018,46,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 1,Minimal,Nov-24-2018,47,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 2,Minimal,Dec-01-2018,48,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 2,Minimal,Dec-08-2018,49,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 4,Low,Dec-15-2018,50,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Dec-22-2018,51,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Dec-29-2018,52,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Jan-05-2019,1,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Jan-12-2019,2,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Jan-19-2019,3,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"""Flu in New Mexico""",Level 10,High,Jan-26-2019,4,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Feb-02-2019,5,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Feb-09-2019,6,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Feb-16-2019,7,2018-19
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico""""",Level 10,High,Feb-23-2019,8,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Oct-06-2018,40,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Oct-13-2018,41,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Oct-20-2018,42,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Oct-27-2018,43,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Nov-03-2018,44,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Nov-10-2018,45,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 1,Minimal,Nov-17-2018,46,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 2,Minimal,Nov-24-2018,47,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 2,Minimal,Dec-01-2018,48,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 2,Minimal,Dec-08-2018,49,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 4,Low,Dec-15-2018,50,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 5,Low,Dec-22-2018,51,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 7,Moderate,Dec-29-2018,52,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 6,Moderate,Jan-05-2019,1,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 5,Low,Jan-12-2019,2,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 7,Moderate,Jan-19-2019,3,2018-19
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"""Influenza Activity, Surveillance and Reports""",Level 8,High,Jan-26-2019,4,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 2,Minimal,Oct-06-2018,40,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 2,Minimal,Oct-13-2018,41,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 3,Minimal,Oct-20-2018,42,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 4,Low,Oct-27-2018,43,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 3,Minimal,Nov-03-2018,44,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 4,Low,Nov-10-2018,45,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 4,Low,Nov-17-2018,46,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 5,Low,Nov-24-2018,47,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 4,Low,Dec-01-2018,48,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 5,Low,Dec-08-2018,49,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 6,Moderate,Dec-15-2018,50,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 8,High,Dec-22-2018,51,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 10,High,Dec-29-2018,52,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 9,High,Jan-05-2019,1,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 7,Moderate,Jan-12-2019,2,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 9,High,Jan-19-2019,3,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"""Surveillance Data""",Level 9,High,Jan-26-2019,4,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data""""",Level 9,High,Feb-02-2019,5,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data""""",Level 9,High,Feb-09-2019,6,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data""""",Level 9,High,Feb-16-2019,7,2018-19
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data""""",Level 8,High,Feb-23-2019,8,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 1,Minimal,Oct-06-2018,40,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 1,Minimal,Oct-13-2018,41,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 1,Minimal,Oct-20-2018,42,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 2,Minimal,Oct-27-2018,43,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 2,Minimal,Nov-03-2018,44,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 3,Minimal,Nov-10-2018,45,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 3,Minimal,Nov-17-2018,46,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 3,Minimal,Nov-24-2018,47,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 3,Minimal,Dec-01-2018,48,2018-19
North Carolina,http://www.flu.nc.gov/%20,"""North Carolina Influenza Update""",Level 3,Minimal,Dec-08-2018,49,2018-19
